Zin;Context;;;
Je hebt een klein wondje op je knie, wil je een pleister?;Pijn;;;
Au! Ik heb me gestoten aan de tafel.;Pijn;;;
Je arm zit in het gips, dus je mag er niet op leunen.;Pijn;;;
Thomas heeft zijn voet gekneusd, dat doet heel veel pijn.;Pijn;;;
Heb je keelpijn?;Pijn, Ziek zijn;;;
Dat is een hoge berg, zullen we omhoog klimmen?;Plaatsen;;;
De speeltuin is hier dichtbij.;Plaatsen;;;
Dit is een museum, hier mogen we niet rennen.;Plaatsen;;;
Kijk hoe hoog de golven zijn.;Plaatsen;;;
Kijk, dat is een heel oud kasteel!;Plaatsen;;;
Laten we een rondje door het park lopen.;Plaatsen;;;
We gaan naar de bibliotheek, daar zijn heel veel boeken!;Plaatsen;;;
We gaan naar het strand, neem je schepje maar mee!;Plaatsen;;;
We kunnen hier een zandkasteel bouwen.;Plaatsen;;;
Wil je op de schommel of op de glijbaan?;Plaatsen;;;
Vandaag ga je weer naar logopedie.;Plaatsen;;;
De slager verkoopt vlees in zijn winkel.;Plaatsen;;;
Vrijdag gaan we naar de Efteling!;Plaatsen;;;
We gaan vandaag naar het pretpark!;Plaatsen;;;
We gaan spelen bij Monkey Town!;Plaatsen;;;
Wil je met je kinderfeestje misschien naar Ballorig?;Plaatsen;;;
Donderdag gaan we naar de logopedist.;Plaatsen;;;
Eerst gaan we naar de winkel, daarna naar de speeltuin.;Planning;;;
Eerst ontbijten, daarna mag je spelen.;Planning;;;
Eerst schoenen aan, dan gaan we naar buiten.;Planning;;;
Na het buitenspelen wassen we onze handen.;Planning;;;
Na het douchen trek je je pyjama aan.;Planning;;;
Na het eten gaan we in bad.;Planning;;;
Na het tandenpoetsen gaan we naar bed.;Planning;;;
Over tien minuutjes gaan we opruimen.;Planning;;;
Vandaag mag je bij een vriendje spelen.;Planning;;;
We gaan nu aankleden, dan kunnen we op tijd vertrekken.;Planning;;;
We moeten nu de deur uit, anders missen we de bus.;Planning;;;
We moeten nu opschieten, anders komen we te laat.;Planning;;;
Dat is een grote menukaart, zullen we samen kijken?;Restaurant;;;
Even wachten tot iedereen zijn eten heeft.;Restaurant;;;
Gebruik je bestek, niet met je handen eten.;Restaurant;;;
Het duurt even, maar ze maken iets lekkers voor je.;Restaurant;;;
Je mag je drankje voorzichtig inschenken.;Restaurant;;;
Kijk, daar komt de ober met ons eten!;Restaurant;;;
Lust je dit of wil je iets anders?;Restaurant;;;
Neem een kleine hap, het kan nog heet zijn.;Restaurant;;;
Pas op dat je niet morst.;Restaurant;;;
Zeg even ‘dankjewel’ tegen de ober.;Restaurant;;;
Laten we de gordijnen open doen, dan komt er licht binnen.;Routines;;;
Dat is niet eerlijk, om de beurt!;Samen spelen;;;
Geef het maar even terug.;Samen spelen;;;
Hij mag ook meedoen.;Samen spelen;;;
Wie mag als eerste?;Samen spelen;;;
"Zeg maar ""mag ik meedoen?""";Samen spelen;;;
Bij binnenkomen eerst je jas ophangen.;School;;;
Hoeveel kinderen waren er vandaag op school?;School;;;
Ik stop een schone onderbroek in je tas, voor als het nodig is.;School;;;
Je gymspullen zitten in je tas.;School;;;
Wees lief voor de andere kinderen.;School;;;
Maandag ga je weer naar school.;School;;;
Kijk, de krokussen bloeien! Dat betekent dat het bijna lente is.;Seizoenen & het weer;;;
We doen wat voor het paardje in je schoen.;Sinterklaas;;;
Wil je een wortel of een mandarijn in je schoen doen door voor Ozosnel?;Sinterklaas;;;
Kijk, Sinterklaas heeft een briefje voor je geschreven.;Sinterklaas;;;
Heb je een chocoladeletter gekregen van Sinterklaas?;Sinterklaas;;;
Er zitten schuimpjes en chocolademunten in je schoen!;Sinterklaas;;;
We moeten snel eten, want het Sinterklaasjournaal begint zo.;Sinterklaas;;;
Het Sinterklaasjournaal is nog niet begonnen, we kunnen zo kijken.;Sinterklaas;;;
We gaan even kijken wat er vandaag weer gebeurd is met Sinterklaas.;Sinterklaas;;;
Het komt allemaal wel goed met de pieten en de stoomboot.;Sinterklaas;;;
Vanmiddag is de intocht van Sinterklaas.;Sinterklaas;;;
Sinterklaas komt met de boot naar Nederland.;Sinterklaas;;;
Zullen we gaan kijken naar de intocht?;Sinterklaas;;;
De pieten komen ook.;Sinterklaas;;;
Kijk, dat is de boot van Sinterklaas. ;Sinterklaas;;;
Daar liggen alle cadeautjes!;Sinterklaas;;;
Zet dat maar op je verlangslijstje voor Sinterklaas.;Sinterklaas;;;
De pieten hebben vegen op hun gezicht door het roet van de schoorstenen.;Sinterklaas;;;
Nog twee nachtjes slapen, dan is het pakjesavond.;Sinterklaas;;;
Vanavond mag je je schoen zetten.;Sinterklaas;;;
Op pakjesavond vieren we dat Sinterklaas jarig is.;Sinterklaas;;;
Sinterklaas woont in Spanje.;Sinterklaas;;;
Sinterklaas is heel oud.;Sinterklaas;;;
Sinterklaas heeft een hele grote baard en een mijter op zijn hoofd.;Sinterklaas;;;
Sinterklaas heeft een tabberd aan en een grote staf vast.;Sinterklaas;;;
Hey, wat hoor ik nu? Er klopt iemand op het raam! ;Sinterklaas;;;
Zullen we gauw gaan kijken?;Sinterklaas;;;
Wat zou er in de zak zitten?;Sinterklaas;;;
Voor wie is dat cadeautje?;Sinterklaas;;;
Maak het cadeautje maar open.;Sinterklaas;;;
Sinterklaas heeft een gedicht geschreven.;Sinterklaas;;;
Sinterklaas leest in zijn boek wat iedereen graag wil hebben.;Sinterklaas;;;
Dat is het grote boek van Sinterklaas.;Sinterklaas;;;
Sinterklaas komt ook op school.;Sinterklaas;;;
Sinterklaas komt bij jullie in de klas.;Sinterklaas;;;
Glutenvrije piet komt ook.;Sinterklaas;;;
Kijk eens, je krijgt pepernoten van piet!;Sinterklaas;;;
Allemaal strooigoed!;Sinterklaas;;;
Sinterklaas komt niet iedere dag.;Sinterklaas;;;
Je mag je schoen zetten, maar ik weet niet of Sinterklaas komt vannacht.;Sinterklaas;;;
Als er iets in je schoen zit, moet je wel zeggen 'dank u Sinterklaas'.;Sinterklaas;;;
Piet komt niet naar boven waar we slapen.;Sinterklaas;;;
Sinterklaas is heel handig, die kan bij iedereen naar binnen.;Sinterklaas;;;
Sinterklaas gaat weer terug naar Spanje.;Sinterklaas;;;
Kijk, gebarenpiet is er!;Sinterklaas;;;
De pieten hebben ook leren gebaren, zie je dat?;Sinterklaas;;;
Deze cadeautjes zijn van Sinterklaas.;Sinterklaas;;;
Heb je zin om je schoen te zetten vanavond?;Sinterklaas;;;
Je mag maar één schoen zetten.;Sinterklaas;;;
Kijk, daar is een Piet! Die heeft een grote zak bij zich.;Sinterklaas;;;
Piet komt vaak heel zachtjes binnen, zodat niemand wakker wordt.;Sinterklaas;;;
Sinterklaas weet alles over jou uit zijn boek.;Sinterklaas;;;
Spannend hè, dat Sinterklaas er weer is?;Sinterklaas;;;
Vind je het spannend of leuk? Of allebei?;Sinterklaas;;;
Wat wil je vragen aan Sinterklaas?;Sinterklaas;;;
We gaan naar het Sinterklaasfeest kijken op tv.;Sinterklaas;;;
We stoppen je verlanglijstje in je schoen.;Sinterklaas;;;
We zetten je schoen bij de deur.;Sinterklaas;;;
Wil je Sinterklaas een liedje laten zien in gebaren?;Sinterklaas;;;
Zullen we pepernoten bakken?;Sinterklaas;;;
Zullen we samen een tekening maken voor Sinterklaas?;Sinterklaas;;;
Wil je een stukje speculaas?;Sinterklaas, Eten & drinken;;;
Heb je een lampion gemaakt?;Sint-Maarten;;;
Als we zingen, krijg je misschien wat lekkers.;Sint-Maarten;;;
Je mag je lampion zelf dragen of mama houdt hem vast.;Sint-Maarten;;;
Neem je lampion maar mee!;Sint-Maarten;;;
Je mag straks al je snoep laten zien aan papa.;Sint-Maarten;;;
Kijk, daar zijn andere kindjes met lampions.;Sint-Maarten;;;
Papa loopt met je mee.;Sint-Maarten;;;
Na het liedje mag je wat uitkiezen.;Sint-Maarten;;;
Niet meteen opeten, eerst aan mama laten zien.;Sint-Maarten;;;
Niet meteen opeten, doe het snoepje maar in de tas.;Sint-Maarten;;;
Was het leuk, Sint-Maarten?;Sint-Maarten;;;
Wat is je lampion mooi!;Sint-Maarten;;;
We gaan straks langs de deuren.;Sint-Maarten;;;
Wil je een snoepje of een mandarijn?;Sint-Maarten;;;
Wil je even pauze?;Sint-Maarten;;;
Wil je zingen ( = met stem) of gebaren ( = zingen met gebaren)?;Sint-Maarten;;;
Zie je al een huis met licht aan?;Sint-Maarten;;;
Zing je mee?;Sint-Maarten;;;
Eerst vragen aan de mama van Sef.;Speelafspraak;;;
Ik ga even vragen of het mag.;Speelafspraak;;;
Je mag spelen tot we gaan eten.;Speelafspraak;;;
Je vriendje komt zo.;Speelafspraak;;;
Jullie kunnen samen met de auto’s spelen.;Speelafspraak;;;
Lisa mag bij ons spelen.;Speelafspraak;;;
We gaan Tom nu naar huis brengen.;Speelafspraak;;;
Wil je bij een vriendje spelen?;Speelafspraak;;;
Wil je dat Tom bij ons komt spelen?;Speelafspraak;;;
Ben je met je voetjes aan het spelen?;Spelen;;;
Doe maar net alsof je een leeuw bent.;Spelen;;;
Ga je een verhaaltje verzinnen?;Spelen;;;
Hier kun je je goed verstoppen.;Spelen;;;
Je mag hier lekker spelen, maar niet rennen.;Spelen;;;
Lukt het of wil je hulp?;Spelen;;;
Mag ik meedoen?;Spelen;;;
Niet te wild spelen, anders val je.;Spelen;;;
Wil je dat ik iets voor je teken?;Spelen;;;
Wil je een race houden met de auto's?;Spelen;;;
Zal ik jou even duwen op de fiets?;Spelen;;;
Zullen we een tent bouwen met kussens en lakens?;Spelen;;;
Zullen we tikkertje spelen?;Spelen;;;
Zullen we winkeltje spelen?;Spelen;;;
Ben je lekker aan het spelen?;Spelen;;;
Ben jij een kleine vliegmachine?;Spelen;;;
even vliegen;Spelen;;;
Heb je alweer een leuk knuffeltje te pakken?;Spelen;;;
Heb je weer de staart van aap te pakken?;Spelen;;;
Heb je zin om te dansen, kleine? ;Spelen;;;
hey, wat ben je aan het doen?;Spelen;;;
Kan je vliegen?;Spelen;;;
Kun je al zo goed dansen?;Spelen;;;
Oh, ben je met de aap aan het spelen?;Spelen;;;
oh, ben je weer een kleine draak?;Spelen;;;
Oh, nee, z'n staart! Oh hij wordt opgegeten!;Spelen;;;
Oh, op de kop.;Spelen;;;
Op en neer;Spelen;;;
Wat ga je nu doen?;Spelen;;;
Wil je een stukje vliegen? (in de armen van papa);Spelen;;;
Zullen we even dansen?;Spelen;;;
Ga je de bal vangen?;spelen;;;
Wil je op de wip?;Spelen;;;
Wil je kralen rijgen aan een touwtje?;Spelen;;;
Nee, in de middag gaan we pas naar de speeltuin.;Spelen;;;
Zeg maar “tot morgen”, want je komt morgen weer spelen.;Spelen;;;
Er is kermis!;Spelen;;;
Kleintje, wil je even op je buik liggen?;Spelen, Baby;;;
Ben je lekker een boekje aan het lezen?;Spelen, Voorlezen;;;
Dat was een slimme zet!;Spelletje;;;
Eerst even de spelregels uitleggen.;Spelletje;;;
Goed gespeeld, high five!;Spelletje;;;
Goed zo, je hebt het helemaal zelf bedacht!;Spelletje;;;
Help je mee met de kaarten schudden?;Spelletje;;;
Je bent echt goed in dit spel!;Spelletje;;;
Je hebt echt een goed geheugen!;Spelletje;;;
Laten we alle kaartjes weer netjes opruimen.;Spelletje;;;
Laten we dobbelen om te zien wie mag beginnen!;Spelletje;;;
Mag ik even meekijken?;Spelletje;;;
Nee, je mag niet spieken!;Spelletje;;;
Nog één rondje en dan stoppen we.;Spelletje;;;
Nog even en je hebt gewonnen.;Spelletje;;;
Oei, dat was pech! Volgende keer beter.;Spelletje;;;
Oei, nu moet je een beurt overslaan.;Spelletje;;;
Volgende keer win jij misschien!;Spelletje;;;
Wat een spannende wedstrijd!;Spelletje;;;
Wat slim van jou!;Spelletje;;;
We doen morgen weer een potje.;Spelletje;;;
We gaan gezellig een spelletje doen.;Spelletje;;;
We leggen de kaartjes eerst netjes neer.;Spelletje;;;
Welke kleur pion wil jij?;Spelletje;;;
Wil je een makkelijk of een moeilijk spel?;Spelletje;;;
Wil je nog een keer spelen of iets anders doen?;Spelletje;;;
Zal ik het spel nog één keer uitleggen?;Spelletje;;;
Zoek jij een spelletje uit?;Spelletje;;;
Je hebt helaas verloren! Volgende keer beter.;Spelletje;;;
Ik zie, ik zie, wat jij niet ziet en het is… Zwart!;Spelletje;;;
Wil je alleen spelen of samen?;Spelletje, Spelen;;;
Dat ben jij met papa. Daar ben je. (in spiegel);Spiegel;;;
Dat ben jij. ;Spiegel;;;
Dat zijn we samen.;Spiegel;;;
kijk eens, Bobby. Wie is dat?  (zie filmpje Tobias voor naamgebaar van Bobby);Spiegel;;;
Wow, kun je jezelf aanraken?;Spiegel;;;
Blijf goed bij papa, want het is druk op het strand.;Strand;;;
De zee is een beetje wild vandaag, dus we blijven dichtbij.;Strand;;;
De zee kan een beetje trekken, blijf goed vasthouden.;Strand;;;
Doe je badpakje maar aan, dan gaan we de zee in.;Strand;;;
Even je voeten afspoelen, dan doen we je schoenen aan.;Strand;;;
Even zonnebrand bijsmeren op je neusje.;Strand;;;
Het is niet erg als je niet alles hoort, we kunnen gewoon gebaren.;Strand;;;
Het kan druk zijn, dus blijf goed bij mama.;Strand;;;
Hier is je schepje en je emmertje.;Strand;;;
In de auto kan je even uitrusten.;Strand;;;
Je krijgt je hoedje op tegen de zon.;Strand;;;
Je mag even rusten op het handdoekje.;Strand;;;
Kijk naar de golven, die komen en gaan.;Strand;;;
Kijk, dat is een zeemeeuw!;Strand;;;
Kijk, een schelp!;Strand;;;
Papa blijft vlak naast je in het water.;Strand;;;
Tijd voor een pauze in de schaduw.;Strand;;;
Voel je de wind op je gezicht?;Strand;;;
Voel je hoe warm het zand is?;Strand;;;
We blijven in het ondiepe stuk van het water.;Strand;;;
We doen je bikini aan.;Strand;;;
We maken een diepe kuil in het zand.;Strand;;;
Wil je iets tekenen in het zand?;Strand;;;
Wil je in de zee of in het zand spelen?;Strand;;;
Wil je nog één keer in het water voor we gaan?;Strand;;;
Wil je schelpen zoeken?;Strand;;;
Zal ik je ingraven in het zand?;Strand;;;
Zullen we een dijkje bouwen tegen het water?;Strand;;;
Zullen we je shirtje weer aandoen?;Strand;;;
Een heel fijn suikerfeest!;Suikerfeest;;;
Vandaag is de ramadan afgelopen en is het feest.;Suikerfeest;;;
Je krijgt cadeautjes van veel mensen!;Suikerfeest, Offerfeest;;;
Kijk, allemaal lekker eten voor het feest!;Suikerfeest, Offerfeest;;;
Kijk, een feestelijke ontbijttafel!;Suikerfeest, Offerfeest;;;
Kijk, mooie versieringen speciaal voor het feest.;Suikerfeest, Offerfeest;;;
Morgen om 7 uur gaan we naar de moskee voor het feestgebed.;Suikerfeest, Offerfeest;;;
Vandaag dragen we mooie feestkleding.;Suikerfeest, Offerfeest;;;
We gaan bij veel mensen op bezoek.;Suikerfeest, Offerfeest;;;
We gaan naar het feestgebed na het ochtendgebed.;Suikerfeest, Offerfeest;;;
We gaan nu de wassing verrichten.;Suikerfeest, Offerfeest;;;
We kussen de handen van de ouderen.;Suikerfeest, Offerfeest;;;
We zeggen 'Eid Mubarak' tegen elkaar.;Suikerfeest, Offerfeest;;;
De stoel kan omhoog en omlaag, grappig hè?;tandarts;;;
De tandarts gaat alleen even kijken, het is zo klaar.;tandarts;;;
De tandarts gebruikt een spiegeltje om achter je tanden te kijken.;tandarts;;;
De tandarts heeft een lamp zodat hij alles goed kan zien.;tandarts;;;
De tandarts zegt dat je goed poetst!;tandarts;;;
De volgende keer weet je al precies hoe het gaat.;tandarts;;;
Even je mond wijd open doen, dan is het zo klaar.;tandarts;;;
Misschien is de volgende keer nog makkelijker.;tandarts;;;
Voel je dat? Dat is een beetje koud, maar doet geen pijn.;tandarts;;;
We gaan thuis nog even extra goed tandenpoetsen.;tandarts;;;
Zie je wel? Dat ging hartstikke goed!;tandarts;;;
Zie je, dat was helemaal niet eng!;tandarts;;;
Als je goed poetst, blijven je tandjes mooi schoon.;tandenpoetsen;;;
Denk aan je achterste kiezen, die moet je ook goed poetsen.;tandenpoetsen;;;
Doe mij maar na.;tandenpoetsen;;;
Ik tel tot tien en dan ben je klaar.;tandenpoetsen;;;
Ik zet een timer, dan weet je hoe lang je nog moet.;tandenpoetsen;;;
Je mag een slokje water nemen en dan uitspugen.;tandenpoetsen;;;
Je moet nog even doorgaan, we zijn nog niet klaar.;tandenpoetsen;;;
Niet te hard poetsen.;tandenpoetsen;;;
Tandenpoetsen is belangrijk, dan krijg je geen gaatjes.;tandenpoetsen;;;
We moeten ook je tong poetsen, die hoort erbij!;tandenpoetsen;;;
Doe je mondje maar open.;Tandenpoetsen;;;
En dan de voorkant, en dan gaan we nog even je tandvleesjes masseren.;Tandenpoetsen;;;
Even poetsen, poetsen, poetsen.;Tandenpoetsen;;;
hou zelf maar even de tandenborstel vast. ;Tandenpoetsen;;;
kijk, je tandenborstel! Daar doen we even de tandpasta op.;Tandenpoetsen;;;
Kom maar, zo is het genoeg. klaar.;Tandenpoetsen;;;
lekkere tandpasta?;Tandenpoetsen;;;
oh weet je nog? we gaan eerst even je tandjes poetsen.;Tandenpoetsen;;;
Tandenborstel schoonmaken en dan gaan we lekker naar bed.;Tandenpoetsen;;;
We doen een klein beetje tandpasta op de tandenborstel, gaan we even je tandjes poetsen.;Tandenpoetsen;;;
We zullen je tandjes eens mooi schoonmaken.;Tandenpoetsen;;;
Herken je het al? we zijn alweer bijna thuis.;Thuis komen;;;
Ken je het al? dit is je huis.;Thuis komen;;;
Laten we jouw dikke jas maar eens uitdoen.;Thuis komen;;;
Lekker binnen, we kunnen lekker chillen.;Thuis komen;;;
Mama is er weer, jeej!;Thuis komen;;;
nog heel eventjes rustig;Thuis komen;;;
oh we zijn echt bijna thuis schatje;Thuis komen;;;
rustig maar, we gaan nu naar huis.;Thuis komen;;;
We zijn er weer.;Thuis komen;;;
we zijn weer lekker thuis.;Thuis komen;;;
Ga maar even op de bank zitten, dan kletsen we over je dag.;thuiskomen uit school;;;
Ik ben blij dat je er weer bent!;thuiskomen uit school;;;
Je mag je tas alvast leeghalen.;thuiskomen uit school;;;
Laat maar zien wat je hebt gemaakt op school!;thuiskomen uit school;;;
Blijf een beetje rechtop zitten terwijl je kijkt.;tv kijken;;;
Dit is de laatste, daarna gaat de tv uit.;tv kijken;;;
Heb je zin in een tekenfilm of iets anders?;tv kijken;;;
Ik zet de tv even op pauze.;tv kijken;;;
Je mag nog tot het einde van deze aflevering.;tv kijken;;;
Je mag nog tv kijken tot de grote wijzer op de 6 staat.;tv kijken;;;
Je mag zelf een film uitkiezen.;tv kijken;;;
Kijk maar of er iets leuks op tv is.;tv kijken;;;
Laten we samen een film kijken!;tv kijken;;;
Niet te dicht bij de tv zitten.;tv kijken;;;
Nu even pauze, straks kijken we verder.;tv kijken;;;
We gaan niet de hele dag tv kijken.;tv kijken;;;
We hadden afgesproken dat je één filmpje mocht kijken.;Tv kijken;;;
Zet je geluid een beetje zachter.;tv kijken, geluiden;;;
Alles uit behalve je onderbroek.;Uitkleden;;;
Doe je sokken ook even uit.;Uitkleden;;;
Goed zo, nu je broek nog uit.;Uitkleden;;;
Hang je broek netjes over de stoel.;Uitkleden;;;
Ik help je met je sokken.;Uitkleden;;;
Je mag zelf je kleren uittrekken.;Uitkleden;;;
Kan je je mouwen zelf opstropen?;Uitkleden;;;
Laat me weten als het niet lukt.;Uitkleden;;;
Lukt het om je knoopjes zelf los te maken?;Uitkleden;;;
Moet ik je helpen met je rits?;Uitkleden;;;
Wil je eerst je sokken of je broek uitdoen?;Uitkleden;;;
Heb je dat voor mij gemaakt?;Vaderdag & Moederdag;;;
Je mag de verrassing nog niet verklappen.;Vaderdag & Moederdag;;;
Heb je wat moois gemaakt voor mama?;Vaderdag & Moederdag;;;
Heb je geknutseld op de opvang?;Vaderdag & Moederdag;;;
Heb je een versje geleerd?;Vaderdag & Moederdag;;;
Heb je een liedje geleerd?;Vaderdag & Moederdag;;;
We maken voor mama een lekker ontbijtje.;Vaderdag & Moederdag;;;
we hebben voor mama een Moederdag cadeautje.;Vaderdag & Moederdag;;;
Mama is de liefste mama van de wereld.;Vaderdag & Moederdag;;;
Zullen we wat voor papa maken?;Vaderdag & Moederdag;;;
We gaan een cadeautje voor papa kopen voor Vaderdag.;Vaderdag & Moederdag;;;
Extra lief zijn vandaag voor papa.;Vaderdag & Moederdag;;;
We gaan vandaag naar opa, want dat is mijn papa.;Vaderdag & Moederdag;;;
We hebben ook een cadeautje voor oma, want dat is mijn mama.;Vaderdag & Moederdag;;;
Geef maar een dikke knuffel.;Vaderdag & Moederdag;;;
Je mag mama vandaag extra verwennen.;Vaderdag & Moederdag;;;
Mama is heel blij met jouw verrassing.;Vaderdag & Moederdag;;;
Mama krijgt vandaag ontbijt op bed.;Vaderdag & Moederdag;;;
Ssst, het is een geheim.;Vaderdag & Moederdag;;;
Vandaag is het Vaderdag.;Vaderdag & Moederdag;;;
Morgen is het Moederdag.;Vaderdag & Moederdag;;;
We gaan bloemen geven.;Vaderdag & Moederdag;;;
We gaan papa verrassen!;Vaderdag & Moederdag;;;
Wil je helpen met het cadeautje inpakken?;Vaderdag & Moederdag;;;
Wil jij het cadeautje geven?;Vaderdag & Moederdag;;;
Wil je het zelf geven of samen met mij?;Vaderdag & Moederdag;;;
Als we daar zijn, kunnen we lekker zwemmen.;Vakantie;;;
Dit is jouw paspoort.;Vakantie;;;
Doe je zwembroek maar in de koffer.;Vakantie;;;
Heb je zin in de vakantie?;Vakantie;;;
In dit hotel mag je zelf een ijsje pakken!;Vakantie;;;
Kijk, daar is de zee!;Vakantie;;;
Kijk, palmbomen!;Vakantie;;;
Laat je spullen maar in de tent liggen.;Vakantie;;;
Op vakantie mogen we een keer lang opblijven.;Vakantie;;;
Pakken we de auto of lopen we?;Vakantie;;;
Straks gaan we een ijsje eten!;Vakantie;;;
We gaan naar een nieuwe plek!;Vakantie;;;
Wil je je eigen koffer meenemen?;Vakantie;;;
Wil je met mij samen de koffer inpakken?;Vakantie;;;
Op vakantie slapen we in de camper.;Vakantie;;;
Opa heeft een caravan op de camping.;Vakantie;;;
In juli is het zomer, dan gaan op vakantie.;Vakantie;;;
We gaan kamperen in een tent.;Vakantie;;;
Ben je blij met je cadeautjes?;Verjaardag;;;
Dat wordt een groot feest!;Verjaardag;;;
Denk je dat je alle kaarsjes in één keer uit kan blazen?;Verjaardag;;;
Ga maar op de versierde stoel zitten.;Verjaardag;;;
Heb je een leuke verjaardag?;Verjaardag;;;
Iedereen is hier speciaal voor jou.;Verjaardag;;;
Je mag vandaag een extra groot stuk taart!;Verjaardag;;;
Je mag vandaag kiezen wat we gaan eten.;Verjaardag;;;
Jij mag het eerste stukje taart uitkiezen.;Verjaardag;;;
Laat maar zien hoe oud je bent met je vingers.;Verjaardag;;;
Laten we een verjaardagsfoto maken!;Verjaardag;;;
Laten we samen de taart versieren.;Verjaardag;;;
Mama en papa hebben iets leuks voor je uitgekozen.;Verjaardag;;;
Morgen mag je trakteren op school!;Verjaardag;;;
Wat een mooie versiering, hè!;Verjaardag;;;
Wat is het leukste cadeau dat je hebt gekregen?;Verjaardag;;;
Hoera! Jij bent vandaag jarig!;Verjaardag;;;
Naast mama blijven lopen bij het oversteken.;Verkeer;;;
Dat is een hele lange trein!;Verkeer;;;
Dat is een snelle auto!;Verkeer;;;
Denk eraan, bij het zebrapad eerst wachten.;Verkeer;;;
Even wachten, het stoplicht staat nog op rood.;Verkeer;;;
Fiets maar rustig, niet te hard.;Verkeer;;;
Ga maar achterop bij papa.;Verkeer;;;
Ga maar zitten, dan doe ik je gordel om.;Verkeer;;;
Handjes aan het stuur!;Verkeer;;;
Houd je goed vast op de fiets.;Verkeer;;;
Kom, we gaan de bus in.;Verkeer;;;
Laat de auto's eerst gaan.;Verkeer;;;
Nu mogen we oversteken, het licht is groen.;Verkeer;;;
Pas op voor de stoeprand.;Verkeer;;;
Rennen naar de bus, anders missen we hem!;Verkeer;;;
Stap maar af.;Verkeer;;;
We moeten even wachten, de brug gaat open.;Verkeer;;;
Wil je voorop de fiets of achterop?;Verkeer;;;
Hier mogen we oversteken.;Verkeer & vervoer;;;
We moeten even wachten bij de bushalte.;Verkeer & vervoer;;;
Daar rijdt een snelle motor op de weg!;Verkeer & Vervoer;;;
Kijk, daar gaat een ambulance met zwaailicht!;Verkeer & Vervoer;;;
Papa zet de auto in de garage.;Verkeer & Vervoer;;;
Kijk daar, een helicopter vliegt hoog in de lucht!;Verkeer & Vervoer;;;
Daar rijdt iemand op een scooter met een helm op.;Verkeer & vervoer;;;
Kijk, daar rijdt een grote tractor op het veld!;Verkeer & vervoer;;;
Voorzichtig uitstappen, hou je maar vast aan de stang.;Verkeer & vervoer;;;
Kijk, daar rijdt de politie in de politieauto.;Verkeer& vervoer;;;
Doe het boekje maar open.;Voorlezen;;;
Ga maar lekker liggen, dan beginnen we.;Voorlezen;;;
Hier, jij mag de bladzijde omslaan.;Voorlezen;;;
Ik lees nog één bladzijde, dan is het klaar.;Voorlezen;;;
Ik zie een hond op deze pagina, zie jij hem ook?;Voorlezen;;;
Kijk, wie is dat op de tekening?;Voorlezen;;;
Laat mij eens zien welk boekje je gekozen hebt.;Voorlezen;;;
Oei, dat was een gek avontuur!;Voorlezen;;;
Oh nee, wat gebeurt er nu in het verhaal?;Voorlezen;;;
Oh, dat is spannend! Wat denk jij dat er gaat gebeuren?;Voorlezen;;;
Pak maar een boekje van de plank.;Voorlezen;;;
Wat een mooi boek heb je gekozen.;Voorlezen;;;
Wat gebeurt er op deze bladzijde?;Voorlezen;;;
Wat is jouw favoriete boek?;Voorlezen;;;
Wat zie jij op deze pagina?;Voorlezen;;;
We gaan nog even een boekje lezen, en dan ga jij lekker slapen;Voorlezen;;;
We gaan nu echt het laatste verhaaltje lezen.;Voorlezen;;;
Wil je een nieuw boekje kiezen?;Voorlezen;;;
Wil je zelf het boekje vasthouden?;Voorlezen;;;
Zal ik een grappig verhaaltje voorlezen of een spannend verhaal?;Voorlezen;;;
Zullen we samen kijken naar de plaatjes?;Voorlezen;;;
dit is een kalkoen.;Voorlezen;;;
Het is rupsje Nooitgenoeg!;Voorlezen;;;
Kijk eens wat een leuk boekje.;Voorlezen;;;
oh, heeft mama weer een heel saai boekje uitgekozen? (context: grappend naar mama);Voorlezen;;;
Papa gaat even een boekje uitkiezen.;Voorlezen;;;
we doen even dit boekje, maar we doen vanavond de korte versie van dit boekje.;Voorlezen;;;
we doen even een paar bladzijden.;Voorlezen;;;
Kijk, een reus in het prentenboek! Wat is hij groot!;Voorlezen;;;
Die prins is heel rijk, hij heeft een groot paleis.;Voorlezen;;;
De fee zwaait met haar toverstokje.;Voorlezen;;;
De heks heeft een hoge hoed en een bezem.;voorlezen;;;
Wat een lelijk monster!;Voorlezen;;;
Niet aan de bladzijde trekken, straks scheur je het kapot.;Voorlezen;;;
Er ligt een slang in het gras!;Voorlezen, Dieren;;;
De uil zit hoog in de boom.;Voorlezen, Dieren;;;
In het sprookje is er een grote boze wolf.;Voorlezen, Dieren;;;
Pas op, de brug kan glad zijn!;Waarschuwing;;;
Jij bent een beetje ondeugend geweest, hè?;Waarschuwing;;;
Als je niet luistert, dan stoppen we ermee.;Waarschuwingen;;;
Blijf uit de buurt van de weg.;Waarschuwingen;;;
Dat is echt gevaarlijk!;Waarschuwingen;;;
Dit is niet grappig, dit is serieus.;Waarschuwingen;;;
Doe niet zo wild.;Waarschuwingen;;;
Ga daar niet op klimmen.;Waarschuwingen;;;
Ga niet te ver weg.;Waarschuwingen;;;
Geen gekke dingen doen.;Waarschuwingen;;;
Geen handen in je broek.;Waarschuwingen;;;
Geen handen in je mond.;Waarschuwingen;;;
Geen speelgoed gooien.;Waarschuwingen;;;
Geen spullen kapot maken.;Waarschuwingen;;;
